Assigned ID	Source	serial number	media type	component	additional component	without	pH	strain type	strain info	Phase	Cultivation	Growth Rate	OD	bioreactor	passed_global_correlation	condition	project	reference_condition
GSM5197451_1	1	GSM5197451	CGXII	glucose				silencing	Silenced lcpA	exponential				FALSE	TRUE	Condition5	P1	Condition195
GSM5197451_2	2	GSM5197451	CGXII	glucose				silencing	Silenced lcpA	exponential				FALSE	TRUE	Condition220	P1	Condition195
GSM5197452_1	1	GSM5197452	CGXII	glucose				silencing	Silenced lcpA	exponential				FALSE	TRUE	Condition5	P1	Condition195
GSM5197452_2	2	GSM5197452	CGXII	glucose				silencing	Silenced lcpA	exponential				FALSE	TRUE	Condition220	P1	Condition195
GSM5197453_1	1	GSM5197453	CGXII	glucose				silencing	Silenced lcpA	exponential				FALSE	TRUE	Condition5	P1	Condition195
GSM5197453_2	2	GSM5197453	CGXII	glucose				silencing	Silenced lcpA	exponential				FALSE	TRUE	Condition220	P1	Condition195
GSM5197454_1	1	GSM5197454	CGXII	glucose				deletion mutant	delta_whiB	exponential				FALSE	TRUE	Condition303	P1	Condition195
GSM5197454_2	2	GSM5197454	CGXII	glucose				deletion mutant	delta_whiB	exponential				FALSE	TRUE	Condition356	P1	Condition195
GSM5197455_1	1	GSM5197455	CGXII	glucose				deletion mutant	delta_whiB	exponential				FALSE	TRUE	Condition303	P1	Condition195
GSM5197455_2	2	GSM5197455	CGXII	glucose				deletion mutant	delta_whiB	exponential				FALSE	TRUE	Condition356	P1	Condition195
GSM5197456_1	1	GSM5197456	CGXII	glucose				deletion mutant	delta_whiB	exponential				FALSE	TRUE	Condition303	P1	Condition195
GSM5197456_2	2	GSM5197456	CGXII	glucose				deletion mutant	delta_whiB	exponential				FALSE	TRUE	Condition356	P1	Condition195
GSM5197457_1	1	GSM5197457	CGXII	glucose				deletion mutant	delta_whiB	exponential				FALSE	TRUE	Condition303	P1	Condition195
GSM5197457_2	2	GSM5197457	CGXII	glucose				deletion mutant	delta_whiB	exponential				FALSE	TRUE	Condition356	P1	Condition195
GSM5197458_1	1	GSM5197458	CGXII	glucose				deletion mutant	delta_mtrA	exponential				FALSE	TRUE	Condition111	P1	Condition195
GSM5197458_2	2	GSM5197458	CGXII	glucose				deletion mutant	delta_mtrA	exponential				FALSE	TRUE	Condition428	P1	Condition195
GSM5197459_1	1	GSM5197459	CGXII	glucose				deletion mutant	delta_mtrA	exponential				FALSE	TRUE	Condition111	P1	Condition195
GSM5197459_2	2	GSM5197459	CGXII	glucose				deletion mutant	delta_mtrA	exponential				FALSE	TRUE	Condition428	P1	Condition195
GSM5197460_1	1	GSM5197460	CGXII	glucose				deletion mutant	delta_mtrA	exponential				FALSE	TRUE	Condition111	P1	Condition195
GSM5197460_2	2	GSM5197460	CGXII	glucose				deletion mutant	delta_mtrA	exponential				FALSE	TRUE	Condition428	P1	Condition195
GSM5197461_1	1	GSM5197461	CGXII	glucose				deletion mutant	delta_mtrA	exponential				FALSE	TRUE	Condition111	P1	Condition195
GSM5197461_2	2	GSM5197461	CGXII	glucose				deletion mutant	delta_mtrA	exponential				FALSE	TRUE	Condition428	P1	Condition195
GSM5197465_1	1	GSM5197465	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_mtrA pEKEx2-mtrA ( Asp53Asn )	exponential				FALSE	TRUE	Condition389	P1	Condition195
GSM5197465_2	2	GSM5197465	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_mtrA pEKEx2-mtrA ( Asp53Asn )	exponential				FALSE	TRUE	Condition242	P1	Condition195
GSM5197466_1	1	GSM5197466	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_mtrA pEKEx2-mtrA ( Asp53Asn )	exponential				FALSE	TRUE	Condition389	P1	Condition195
GSM5197466_2	2	GSM5197466	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_mtrA pEKEx2-mtrA ( Asp53Asn )	exponential				FALSE	TRUE	Condition242	P1	Condition195
GSM5197467_1	1	GSM5197467	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_mtrA pEKEx2-mtrA ( Asp53Asn )	exponential				FALSE	TRUE	Condition389	P1	Condition195
GSM5197467_2	2	GSM5197467	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_mtrA pEKEx2-mtrA ( Asp53Asn )	exponential				FALSE	TRUE	Condition242	P1	Condition195
GSM5197468_1	1	GSM5197468	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_mtrA pEKEx2-mtrA ( Asp53Asn )	exponential				FALSE	TRUE	Condition389	P1	Condition195
GSM5197468_2	2	GSM5197468	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_mtrA pEKEx2-mtrA ( Asp53Asn )	exponential				FALSE	TRUE	Condition242	P1	Condition195
GSM5197469_1	1	GSM5197469	CGXII	glucose				deletion mutant	delta_mtrAB	exponential				FALSE	TRUE	Condition361	P1	Condition195
GSM5197469_2	2	GSM5197469	CGXII	glucose				deletion mutant	delta_mtrAB	exponential				FALSE	TRUE	Condition309	P1	Condition195
GSM5197470_1	1	GSM5197470	CGXII	glucose				deletion mutant	delta_mtrAB	exponential				FALSE	TRUE	Condition361	P1	Condition195
GSM5197470_2	2	GSM5197470	CGXII	glucose				deletion mutant	delta_mtrAB	exponential				FALSE	TRUE	Condition309	P1	Condition195
GSM5197471_1	1	GSM5197471	CGXII	glucose	500 µg/mL ethambutol			deletion mutant	delta_mtrAB	exponential				FALSE	TRUE	Condition496	P1	Condition195
GSM5197471_2	2	GSM5197471	CGXII	glucose	500 µg/mL ethambutol			deletion mutant	delta_mtrAB	exponential				FALSE	TRUE	Condition94	P1	Condition195
GSM5197472_1	1	GSM5197472	CGXII	glucose	500 µg/mL ethambutol			deletion mutant	delta_mtrAB	exponential				FALSE	TRUE	Condition496	P1	Condition195
GSM5197472_2	2	GSM5197472	CGXII	glucose	500 µg/mL ethambutol			deletion mutant	delta_mtrAB	exponential				FALSE	TRUE	Condition94	P1	Condition195
GSM5197473_1	1	GSM5197473	CGXII	glucose	500 µg/mL ethambutol			deletion mutant	delta_mtrAB	exponential				FALSE	TRUE	Condition496	P1	Condition195
GSM5197473_2	2	GSM5197473	CGXII	glucose	500 µg/mL ethambutol			deletion mutant	delta_mtrAB	exponential				FALSE	TRUE	Condition94	P1	Condition195
GSM5197485_1	1	GSM5197485	CGXII	glucose				WT + overexpression	WT pEKEx2-cgtR2	exponential	60 min after addition of 1 mM IPTG			FALSE	TRUE	Condition49	P1	Condition195
GSM5197485_2	2	GSM5197485	CGXII	glucose				WT + overexpression	WT pEKEx2-cgtR2	exponential	60 min after addition of 1 mM IPTG			FALSE	TRUE	Condition375	P1	Condition195
GSM5197487_1	1	GSM5197487	CGXII	glucose				WT + overexpression	WT pEKEx2-cgtR2	exponential	60 min after addition of 1 mM IPTG			FALSE	TRUE	Condition49	P1	Condition195
GSM5197487_2	2	GSM5197487	CGXII	glucose				WT + overexpression	WT pEKEx2-cgtR2	exponential	60 min after addition of 1 mM IPTG			FALSE	TRUE	Condition375	P1	Condition195
GSM5197488_1	1	GSM5197488	CGXII	glucose				WT + overexpression	WT pEKEx2-cgtR2	exponential	60 min after addition of 1 mM IPTG			FALSE	TRUE	Condition49	P1	Condition195
GSM5197488_2	2	GSM5197488	CGXII	glucose				WT + overexpression	WT pEKEx2-cgtR2	exponential	60 min after addition of 1 mM IPTG			FALSE	TRUE	Condition375	P1	Condition195
GSM5197489_1	1	GSM5197489	CGXII	glucose				deletion mutant	delta_cgtSR2	exponential				FALSE	TRUE	Condition383	P1	Condition195
GSM5197489_2	2	GSM5197489	CGXII	glucose				deletion mutant	delta_cgtSR2	exponential				FALSE	TRUE	Condition19	P1	Condition195
GSM5197490_1	1	GSM5197490	CGXII	glucose				deletion mutant	delta_cgtSR2	exponential				FALSE	TRUE	Condition383	P1	Condition195
GSM5197490_2	2	GSM5197490	CGXII	glucose				deletion mutant	delta_cgtSR2	exponential				FALSE	TRUE	Condition19	P1	Condition195
GSM5197491_1	1	GSM5197491	CGXII	glucose				deletion mutant	delta_cgtSR2	exponential				FALSE	TRUE	Condition383	P1	Condition195
GSM5197491_2	2	GSM5197491	CGXII	glucose				deletion mutant	delta_cgtSR2	exponential				FALSE	TRUE	Condition19	P1	Condition195
GSM5197492_1	1	GSM5197492	BHI		10 µM IPTG			deletion mutant + overexpression	delta_cgtSR2 pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition440	P1	Condition195
GSM5197492_2	2	GSM5197492	BHI		10 µM IPTG			deletion mutant + overexpression	delta_cgtSR2 pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition8	P1	Condition195
GSM5197493_1	1	GSM5197493	BHI		10 µM IPTG			deletion mutant + overexpression	delta_cgtSR2 pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition440	P1	Condition195
GSM5197493_2	2	GSM5197493	BHI		10 µM IPTG			deletion mutant + overexpression	delta_cgtSR2 pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition8	P1	Condition195
GSM5197494_1	1	GSM5197494	CGXII	glucose				deletion mutant + overexpression	delta_cgtSR2 pEKEx2-amyE ( Bacillus subtilis )	exponential	30 min after addition of 1 mM IPTG			FALSE	TRUE	Condition354	P1	Condition195
GSM5197494_2	2	GSM5197494	CGXII	glucose				deletion mutant + overexpression	delta_cgtSR2 pEKEx2-amyE ( Bacillus subtilis )	exponential	30 min after addition of 1 mM IPTG			FALSE	TRUE	Condition143	P1	Condition195
GSM5197495_1	1	GSM5197495	CGXII	glucose				deletion mutant + overexpression	delta_cgtSR2 pEKEx2-amyE ( Bacillus subtilis )	exponential	30 min after addition of 1 mM IPTG			FALSE	TRUE	Condition354	P1	Condition195
GSM5197495_2	2	GSM5197495	CGXII	glucose				deletion mutant + overexpression	delta_cgtSR2 pEKEx2-amyE ( Bacillus subtilis )	exponential	30 min after addition of 1 mM IPTG			FALSE	TRUE	Condition143	P1	Condition195
GSM5197496_1	1	GSM5197496	CGXII	glucose				deletion mutant + overexpression	delta_cgtSR2 pEKEx2-amyE ( Bacillus subtilis )	exponential	30 min after addition of 1 mM IPTG			FALSE	TRUE	Condition354	P1	Condition195
GSM5197496_2	2	GSM5197496	CGXII	glucose				deletion mutant + overexpression	delta_cgtSR2 pEKEx2-amyE ( Bacillus subtilis )	exponential	30 min after addition of 1 mM IPTG			FALSE	TRUE	Condition143	P1	Condition195
GSM5197497_1	1	GSM5197497	BHI					deletion mutant + overexpression	delta_cgtSR2 pCLTON2-cgtR2	exponential	60 min after addition of 250 ng/mL anhydrotetracycline			FALSE	TRUE	Condition173	P1	Condition195
GSM5197497_2	2	GSM5197497	BHI					deletion mutant + overexpression	delta_cgtSR2 pCLTON2-cgtR2	exponential	60 min after addition of 250 ng/mL anhydrotetracycline			FALSE	TRUE	Condition359	P1	Condition195
GSM5197498_1	1	GSM5197498	BHI					deletion mutant + overexpression	delta_cgtSR2 pCLTON2-cgtR2	exponential	60 min after addition of 250 ng/mL anhydrotetracycline			FALSE	TRUE	Condition173	P1	Condition195
GSM5197498_2	2	GSM5197498	BHI					deletion mutant + overexpression	delta_cgtSR2 pCLTON2-cgtR2	exponential	60 min after addition of 250 ng/mL anhydrotetracycline			FALSE	TRUE	Condition359	P1	Condition195
GSM5197499_1	1	GSM5197499	BHI					deletion mutant + overexpression	delta_cgtSR2 pCLTON2-cgtSR2	exponential	60 min after addition of 250 ng/mL anhydrotetracycline			FALSE	TRUE	Condition512	P1	Condition195
GSM5197499_2	2	GSM5197499	BHI					deletion mutant + overexpression	delta_cgtSR2 pCLTON2-cgtSR2	exponential	60 min after addition of 250 ng/mL anhydrotetracycline			FALSE	TRUE	Condition212	P1	Condition195
GSM5197500_1	1	GSM5197500	BHI					deletion mutant + overexpression	delta_cgtSR2 pCLTON2-cgtSR2	exponential	60 min after addition of 250 ng/mL anhydrotetracycline			FALSE	TRUE	Condition512	P1	Condition195
GSM5197500_2	2	GSM5197500	BHI					deletion mutant + overexpression	delta_cgtSR2 pCLTON2-cgtSR2	exponential	60 min after addition of 250 ng/mL anhydrotetracycline			FALSE	TRUE	Condition212	P1	Condition195
GSM5197501_1	1	GSM5197501	CGXII	glucose				deletion mutant + overexpression	delta_cgtSR2 pCLTON2-cgtR2 pEKEx2-cgtR2	exponential	60 min after addition of 250 ng/mL anhydrotetracycline and 1 mM IPTG			FALSE	TRUE	Condition494	P1	Condition195
GSM5197501_2	2	GSM5197501	CGXII	glucose				deletion mutant + overexpression	delta_cgtSR2 pCLTON2-cgtR2 pEKEx2-cgtR2	exponential	60 min after addition of 250 ng/mL anhydrotetracycline and 1 mM IPTG			FALSE	TRUE	Condition63	P1	Condition195
GSM5197502_1	1	GSM5197502	CGXII	glucose				deletion mutant + overexpression	delta_cgtSR2 pCLTON2-cgtR2 pEKEx2-cgtR2	exponential	60 min after addition of 250 ng/mL anhydrotetracycline and 1 mM IPTG			FALSE	TRUE	Condition494	P1	Condition195
GSM5197502_2	2	GSM5197502	CGXII	glucose				deletion mutant + overexpression	delta_cgtSR2 pCLTON2-cgtR2 pEKEx2-cgtR2	exponential	60 min after addition of 250 ng/mL anhydrotetracycline and 1 mM IPTG			FALSE	TRUE	Condition63	P1	Condition195
GSM5197503_1	1	GSM5197503	CGXII	glucose				deletion mutant + overexpression	delta_cgtSR2 pCLTON2-cgtR2 pEKEx2-cgtR2	exponential	60 min after addition of 250 ng/mL anhydrotetracycline and 1 mM IPTG			FALSE	TRUE	Condition494	P1	Condition195
GSM5197503_2	2	GSM5197503	CGXII	glucose				deletion mutant + overexpression	delta_cgtSR2 pCLTON2-cgtR2 pEKEx2-cgtR2	exponential	60 min after addition of 250 ng/mL anhydrotetracycline and 1 mM IPTG			FALSE	TRUE	Condition63	P1	Condition195
GSM5197504_1	1	GSM5197504	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_htrA pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition311	P1	Condition195
GSM5197504_2	2	GSM5197504	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_htrA pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition492	P1	Condition195
GSM5197505_1	1	GSM5197505	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_htrA pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition311	P1	Condition195
GSM5197505_2	2	GSM5197505	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_htrA pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition492	P1	Condition195
GSM5197506_1	1	GSM5197506	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_htrA pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition311	P1	Condition195
GSM5197506_2	2	GSM5197506	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_htrA pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition492	P1	Condition195
GSM5197507_1	1	GSM5197507	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_htrA pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition311	P1	Condition195
GSM5197507_2	2	GSM5197507	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_htrA pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition492	P1	Condition195
GSM5197508_1	1	GSM5197508	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_htrA pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition503	P1	Condition195
GSM5197508_2	2	GSM5197508	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_htrA pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition170	P1	Condition195
GSM5197509_1	1	GSM5197509	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_htrA pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition503	P1	Condition195
GSM5197509_2	2	GSM5197509	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_htrA pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition170	P1	Condition195
GSM5197510_1	1	GSM5197510	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_htrA pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition503	P1	Condition195
GSM5197510_2	2	GSM5197510	CGXII	glucose	1 mM IPTG			deletion mutant + overexpression	delta_htrA pEKEx2-amyE ( Bacillus subtilis )	exponential				FALSE	TRUE	Condition170	P1	Condition195
GSM5197511_1	1	GSM5197511	CGXII	glucose				deletion mutant	delta_cgtSR10	exponential				FALSE	TRUE	Condition84	P1	Condition195
GSM5197511_2	2	GSM5197511	CGXII	glucose				deletion mutant	delta_cgtSR10	exponential				FALSE	TRUE	Condition147	P1	Condition195
GSM5197512_1	1	GSM5197512	CGXII	glucose				deletion mutant	delta_cgtSR10	exponential				FALSE	TRUE	Condition84	P1	Condition195
GSM5197512_2	2	GSM5197512	CGXII	glucose				deletion mutant	delta_cgtSR10	exponential				FALSE	TRUE	Condition147	P1	Condition195
GSM5197513_1	1	GSM5197513	CGXII	glucose				deletion mutant	delta_cgtSR10	exponential				FALSE	TRUE	Condition84	P1	Condition195
GSM5197513_2	2	GSM5197513	CGXII	glucose				deletion mutant	delta_cgtSR10	exponential				FALSE	TRUE	Condition147	P1	Condition195
GSM5197524_1	1	GSM5197524	BHI					deletion mutant + overexpression	delta_sigE pEKEx2-AmyE ( Bacillus subtili )	exponential	30 min after addition of 1 mM IPTG			FALSE	TRUE	Condition156	P1	Condition195
GSM5197524_2	2	GSM5197524	BHI					deletion mutant + overexpression	delta_sigE pEKEx2-AmyE ( Bacillus subtili )	exponential	30 min after addition of 1 mM IPTG			FALSE	TRUE	Condition86	P1	Condition195
GSM5197525_1	1	GSM5197525	BHI					deletion mutant + overexpression	delta_sigE pEKEx2-AmyE ( Bacillus subtili )	exponential	30 min after addition of 1 mM IPTG			FALSE	TRUE	Condition156	P1	Condition195
GSM5197525_2	2	GSM5197525	BHI					deletion mutant + overexpression	delta_sigE pEKEx2-AmyE ( Bacillus subtili )	exponential	30 min after addition of 1 mM IPTG			FALSE	TRUE	Condition86	P1	Condition195
GSM5197526_1	1	GSM5197526	CGXII	glucose				deletion mutant	delta_cydAB	exponential				FALSE	TRUE	Condition219	P1	Condition195
GSM5197526_2	2	GSM5197526	CGXII	glucose				deletion mutant	delta_cydAB	exponential				FALSE	TRUE	Condition301	P1	Condition195
GSM5197527_1	1	GSM5197527	CGXII	glucose				deletion mutant	delta_cydAB	exponential				FALSE	TRUE	Condition219	P1	Condition195
GSM5197527_2	2	GSM5197527	CGXII	glucose				deletion mutant	delta_cydAB	exponential				FALSE	TRUE	Condition301	P1	Condition195
GSM5197528_1	1	GSM5197528	CGXII	glucose				deletion mutant	delta_cydAB	exponential				FALSE	TRUE	Condition219	P1	Condition195
GSM5197528_2	2	GSM5197528	CGXII	glucose				deletion mutant	delta_cydAB	exponential				FALSE	TRUE	Condition301	P1	Condition195
GSM5197529_1	1	GSM5197529	CGXII	glucose				deletion mutant	delta_cydAB	exponential				FALSE	TRUE	Condition219	P1	Condition195
GSM5197529_2	2	GSM5197529	CGXII	glucose				deletion mutant	delta_cydAB	exponential				FALSE	TRUE	Condition301	P1	Condition195
GSM5197530_1	1	GSM5197530	CGXII	glucose				deletion mutant	delta_cydAB	exponential				FALSE	TRUE	Condition219	P1	Condition195
GSM5197530_2	2	GSM5197530	CGXII	glucose				deletion mutant	delta_cydAB	exponential				FALSE	TRUE	Condition301	P1	Condition195
GSM5197531_1	1	GSM5197531	CGXII	glucose				deletion mutant	delta_cydAB	exponential				FALSE	TRUE	Condition219	P1	Condition195
GSM5197531_2	2	GSM5197531	CGXII	glucose				deletion mutant	delta_cydAB	exponential				FALSE	TRUE	Condition301	P1	Condition195
GSM5197532_1	1	GSM5197532	CGXII	glucose				deletion mutant	delta_cydAB	stationary				FALSE	TRUE	Condition6	P1	Condition195
GSM5197532_2	2	GSM5197532	CGXII	glucose				deletion mutant	delta_cydAB	stationary				FALSE	TRUE	Condition20	P1	Condition195
GSM5197533_1	1	GSM5197533	CGXII	glucose				deletion mutant	delta_cydAB	stationary				FALSE	FALSE	Condition6	P1	Condition195
GSM5197533_2	2	GSM5197533	CGXII	glucose				deletion mutant	delta_cydAB	stationary				FALSE	TRUE	Condition20	P1	Condition195
GSM5197534_1	1	GSM5197534	CGXII	glucose				deletion mutant	delta_cydAB	stationary				FALSE	FALSE	Condition6	P1	Condition195
GSM5197534_2	2	GSM5197534	CGXII	glucose				deletion mutant	delta_cydAB	stationary				FALSE	FALSE	Condition20	P1	Condition195
GSM5197535_1	1	GSM5197535	CGXII	glucose	2 g/L peptone			deletion mutant	delta_cydAB delta_qcrBAC	exponential				FALSE	TRUE	Condition7	P1	Condition195
GSM5197535_2	2	GSM5197535	CGXII	glucose	2 g/L peptone			deletion mutant	delta_cydAB delta_qcrBAC	exponential				FALSE	TRUE	Condition249	P1	Condition195
GSM5197536_1	1	GSM5197536	CGXII	glucose	2 g/L peptone			deletion mutant	delta_cydAB delta_qcrBAC	exponential				FALSE	TRUE	Condition7	P1	Condition195
GSM5197536_2	2	GSM5197536	CGXII	glucose	2 g/L peptone			deletion mutant	delta_cydAB delta_qcrBAC	exponential				FALSE	TRUE	Condition249	P1	Condition195
GSM5197537_1	1	GSM5197537	CGXII	glucose	2 g/L peptone			deletion mutant	delta_cydAB delta_qcrBAC	exponential				FALSE	TRUE	Condition7	P1	Condition195
GSM5197537_2	2	GSM5197537	CGXII	glucose	2 g/L peptone			deletion mutant	delta_cydAB delta_qcrBAC	exponential				FALSE	TRUE	Condition249	P1	Condition195
GSM5197538_1	1	GSM5197538	BHI					deletion mutant	delta_cydAB delta_qcrBAC	exponential				FALSE	TRUE	Condition543	P1	Condition195
GSM5197538_2	2	GSM5197538	BHI					deletion mutant	delta_cydAB delta_qcrBAC	exponential				FALSE	TRUE	Condition429	P1	Condition195
GSM5197539_1	1	GSM5197539	BHI					deletion mutant	delta_cydAB delta_qcrBAC	exponential				FALSE	TRUE	Condition543	P1	Condition195
GSM5197539_2	2	GSM5197539	BHI					deletion mutant	delta_cydAB delta_qcrBAC	exponential				FALSE	TRUE	Condition429	P1	Condition195
GSM5197540_1	1	GSM5197540	BHI					deletion mutant	delta_cydAB delta_qcrBAC	exponential				FALSE	TRUE	Condition543	P1	Condition195
GSM5197540_2	2	GSM5197540	BHI					deletion mutant	delta_cydAB delta_qcrBAC	exponential				FALSE	TRUE	Condition429	P1	Condition195
GSM5197541_1	1	GSM5197541	CGXII	glucose				deletion mutant	delta_rosR	exponential				FALSE	TRUE	Condition540	P1	Condition195
GSM5197541_2	2	GSM5197541	CGXII	glucose				deletion mutant	delta_rosR	exponential				FALSE	TRUE	Condition290	P1	Condition195
GSM5197542_1	1	GSM5197542	CGXII	glucose				deletion mutant	delta_rosR	exponential				FALSE	TRUE	Condition540	P1	Condition195
GSM5197542_2	2	GSM5197542	CGXII	glucose				deletion mutant	delta_rosR	exponential				FALSE	TRUE	Condition290	P1	Condition195
GSM5197543_1	1	GSM5197543	CGXII	glucose				deletion mutant	delta_rosR	exponential				FALSE	TRUE	Condition540	P1	Condition195
GSM5197543_2	2	GSM5197543	CGXII	glucose				deletion mutant	delta_rosR	exponential				FALSE	TRUE	Condition290	P1	Condition195
GSM5197544_1	1	GSM5197544	CGXII	glucose				deletion mutant	delta_rosR	exponential	anaerobic cultivation			FALSE	TRUE	Condition531	P1	Condition195
GSM5197544_2	2	GSM5197544	CGXII	glucose				deletion mutant	delta_rosR	exponential	anaerobic cultivation			FALSE	TRUE	Condition330	P1	Condition195
GSM5197547_1	1	GSM5197547	CGXII	glucose	1 mM IPTG			WT + overexpression	WT pAN6-rosR	exponential				FALSE	TRUE	Condition104	P1	Condition195
GSM5197547_2	2	GSM5197547	CGXII	glucose	1 mM IPTG			WT + overexpression	WT pAN6-rosR	exponential				FALSE	TRUE	Condition366	P1	Condition195
GSM5197548_1	1	GSM5197548	CGXII	glucose	1 mM IPTG			WT + overexpression	WT pAN6-rosR	exponential				FALSE	TRUE	Condition104	P1	Condition195
GSM5197548_2	2	GSM5197548	CGXII	glucose	1 mM IPTG			WT + overexpression	WT pAN6-rosR	exponential				FALSE	TRUE	Condition366	P1	Condition195
GSM5197549_1	1	GSM5197549	CGXII	glucose	1 mM IPTG			WT + overexpression	WT pAN6-rosR	exponential				FALSE	TRUE	Condition104	P1	Condition195
GSM5197549_2	2	GSM5197549	CGXII	glucose	1 mM IPTG			WT + overexpression	WT pAN6-rosR	exponential				FALSE	TRUE	Condition366	P1	Condition195
GSM5197550_1	1	GSM5197550	CGXII	glucose				deletion mutant	delta_atpBEF	exponential				FALSE	TRUE	Condition353	P1	Condition195
GSM5197550_2	2	GSM5197550	CGXII	glucose				deletion mutant	delta_atpBEF	exponential				FALSE	TRUE	Condition444	P1	Condition195
GSM5197551_1	1	GSM5197551	CGXII	glucose				deletion mutant	delta_atpBEF	exponential				FALSE	TRUE	Condition353	P1	Condition195
GSM5197551_2	2	GSM5197551	CGXII	glucose				deletion mutant	delta_atpBEF	exponential				FALSE	TRUE	Condition444	P1	Condition195
GSM5197552_1	1	GSM5197552	CGXII	glucose				deletion mutant	delta_atpBEF	exponential				FALSE	TRUE	Condition353	P1	Condition195
GSM5197552_2	2	GSM5197552	CGXII	glucose				deletion mutant	delta_atpBEF	exponential				FALSE	TRUE	Condition444	P1	Condition195
GSM5197553_1	1	GSM5197553	CGXII	glucose				deletion mutant	delta_atpBEFHAGCD	exponential				FALSE	TRUE	Condition399	P1	Condition195
GSM5197553_2	2	GSM5197553	CGXII	glucose				deletion mutant	delta_atpBEFHAGCD	exponential				FALSE	TRUE	Condition162	P1	Condition195
GSM5197554_1	1	GSM5197554	CGXII	glucose				deletion mutant	delta_atpBEFHAGCD	exponential				FALSE	TRUE	Condition399	P1	Condition195
GSM5197554_2	2	GSM5197554	CGXII	glucose				deletion mutant	delta_atpBEFHAGCD	exponential				FALSE	TRUE	Condition162	P1	Condition195
GSM5197555_1	1	GSM5197555	CGXII	glucose				deletion mutant	delta_atpBEFHAGCD	exponential				FALSE	TRUE	Condition399	P1	Condition195
GSM5197555_2	2	GSM5197555	CGXII	glucose				deletion mutant	delta_atpBEFHAGCD	exponential				FALSE	TRUE	Condition162	P1	Condition195
GSM5197556_1	1	GSM5197556	CGXII	glucose				deletion mutant	delta_atpBEFHAGCD				20.0	FALSE	TRUE	Condition460	P1	Condition195
GSM5197556_2	2	GSM5197556	CGXII	glucose				deletion mutant	delta_atpBEFHAGCD				20.0	FALSE	TRUE	Condition268	P1	Condition195
GSM5197557_1	1	GSM5197557	CGXII	glucose				deletion mutant	delta_atpBEFHAGCD				20.0	FALSE	TRUE	Condition460	P1	Condition195
GSM5197557_2	2	GSM5197557	CGXII	glucose				deletion mutant	delta_atpBEFHAGCD				20.0	FALSE	TRUE	Condition268	P1	Condition195
GSM5197558_1	1	GSM5197558	CGXII	glucose				deletion mutant	delta_atpBEFHAGCD				20.0	FALSE	TRUE	Condition460	P1	Condition195
GSM5197558_2	2	GSM5197558	CGXII	glucose				deletion mutant	delta_atpBEFHAGCD				20.0	FALSE	TRUE	Condition268	P1	Condition195
GSM5197559_1	1	GSM5197559	CGXII	glucose				deletion mutant	delta_atpBEFHAGCD				20.0	FALSE	TRUE	Condition460	P1	Condition195
