Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
G18NG-12538	Cgl2920	3121599	3121913	G18NG-12538-MONOMER
G18NG-10308	Cgl0746	783184	784560	G18NG-10308-MONOMER
G18NG-11003	Cgl1421	1498863	1499648	G18NG-11003-MONOMER
G18NG-11991	Cgl2394	2536197	2538260	G18NG-11991-MONOMER
G18NG-10290	Cgl0729	747028	748026	G18NG-10290-MONOMER
G18NG-11646	Cgl2054	2164812	2165309	G18NG-11646-MONOMER
G18NG-11980	Cgl2383	2525100	2526230	G18NG-11980-MONOMER
G18NG-12529	Cgl2911	3112447	3113391	G18NG-12529-MONOMER
G18NG-11633	Cgl2041	2152334	2153116	G18NG-11633-MONOMER
G18NG-10995	Cgl1413	1488146	1489021	G18NG-10995-MONOMER
G18NG-9992	Cgl0435	460020	461096	G18NG-9992-MONOMER
G18NG-10283	Cgl0721	741815	742384	G18NG-10283-MONOMER
G18NG-12512	Cgl2894	3095575	3096291	G18NG-12512-MONOMER
G18NG-11974	Cgl2377	2518396	2519973	G18NG-11974-MONOMER
G18NG-10976	Cgl1397	1467376	1468551	G18NG-10976-MONOMER
G18NG-11626	Cgl2034	2147258	2148046	G18NG-11626-MONOMER
G18NG-10270	Cgl0708	728693	730324	G18NG-10270-MONOMER
G18NG-9985	Cgl0428	450834	451895	G18NG-9985-MONOMER
G18NG-11963	Cgl2366	2508923	2509534	G18NG-11963-MONOMER
G18NG-10968	Cgl1389	1457047	1458069	G18NG-10968-MONOMER
G18NG-11615	Cgl2023	2137283	2137840	G18NG-11615-MONOMER
G18NG-10260	Cgl0698	716684	718009	G18NG-10260-MONOMER
G18NG-9972	Cgl0415	436977	438044	G18NG-9972-MONOMER
G18NG-11955	Cgl2358	2499784	2501673	G18NG-11955-MONOMER
G18NG-12489	Cgl2871	3062949	3067781	G18NG-12489-MONOMER
G18NG-11609	Cgl2017	2131322	2131765	G18NG-11609-MONOMER
G18NG-10956	Cgl1377	1445320	1447446	G18NG-10956-MONOMER
G18NG-9960	Cgl0403	425934	427175	G18NG-9960-MONOMER
G18NG-10248	Cgl0687	700381	702108	G18NG-10248-MONOMER
G18NG-12482	Cgl2864	3054760	3055773	G18NG-12482-MONOMER
G18NG-11944	Cgl2347	2487910	2489451	G18NG-11944-MONOMER
G18NG-10948	Cgl1369	1434105	1436204	G18NG-10948-MONOMER
G18NG-11598	Cgl2006	2119628	2120359	G18NG-11598-MONOMER
G18NG-10240	Cgl0678	693028	694113	G18NG-10240-MONOMER
G18NG-9944	Cgl0387	410024	410476	G18NG-9944-MONOMER
G18NG-11937	Cgl2340	2481732	2482481	G18NG-11937-MONOMER
G18NG-12469	Cgl2851	3038991	3040682	G18NG-12469-MONOMER
G18NG-11589	Cgl1997	2109152	2110255	G18NG-11589-MONOMER
G18NG-10934	Cgl1355	1417962	1418873	G18NG-10934-MONOMER
G18NG-9937	Cgl0380	401150	402799	G18NG-9937-MONOMER
G18NG-10230	Cgl0668	682868	683866	G18NG-10230-MONOMER
G18NG-12460	Cgl2843	3030156	3030539	G18NG-12460-MONOMER
G18NG-11922	Cgl2325	2463242	2464147	G18NG-11922-MONOMER
G18NG-10912	Cgl1334	1398554	1399534	G18NG-10912-MONOMER
G18NG-11578	Cgl1986	2096841	2097179	G18NG-11578-MONOMER
G18NG-10224	Cgl0662	676215	676937	G18NG-10224-MONOMER
G18NG-9924	Cgl0367	389248	390171	G18NG-9924-MONOMER
G18NG-11916	Cgl2319	2457335	2457760	G18NG-11916-MONOMER
G18NG-12448	Cgl2831	3019540	3020610	G18NG-12448-MONOMER
G18NG-11571	Cgl1979	2087973	2088866	G18NG-11571-MONOMER
G18NG-10901	Cgl1323	1387332	1388327	G18NG-10901-MONOMER
G18NG-9916	Cgl0359	379847	380842	G18NG-9916-MONOMER
G18NG-10209	Cgl0647	660647	661120	G18NG-10209-MONOMER
G18NG-12442	Cgl2825	3011806	3012810	G18NG-12442-MONOMER
G18NG-11906	Cgl2309	2444736	2445713	G18NG-11906-MONOMER
G18NG-10892	Cgl1314	1379552	1380259	G18NG-10892-MONOMER
G18NG-11559	Cgl1967	2071796	2072905	G18NG-11559-MONOMER
G18NG-10201	Cgl0639	654676	655125	G18NG-10201-MONOMER
G18NG-9902	Cgl0345	365250	365855	G18NG-9902-MONOMER
G18NG-11895	Cgl2298	2432509	2434374	G18NG-11895-MONOMER
G18NG-12431	Cgl2814	3000239	3001540	G18NG-12431-MONOMER
G18NG-11551	Cgl1959	2067168	2067869	G18NG-11551-MONOMER
G18NG-10866	Cgl1293	1361361	1362851	G18NG-10866-MONOMER
G18NG-9893	Cgl0336	352693	353640	G18NG-9893-MONOMER
G18NG-10190	Cgl0628	640229	640879	G18NG-10190-MONOMER
G18NG-12416	Cgl2799	2983885	2984523	G18NG-12416-MONOMER
G18NG-11882	Cgl2285	2417967	2418884	G18NG-11882-MONOMER
G18NG-10860	Cgl1287	1354537	1355601	G18NG-10860-MONOMER
G18NG-11859		2394989	2395065	G18NG-11859-tRNA
G18NG-11538		2054721	2055743	G18NG-11538-MONOMER
G18NG-10184	Cgl0622	633076	633474	G18NG-10184-MONOMER
G18NG-12238		2790759	2790834	G18NG-12238-tRNA
G18NG-10874		1365703	1365775	G18NG-10874-tRNA
G18NG-9881	Cgl0324	340192	340569	G18NG-9881-MONOMER
G18NG-11875	Cgl2278	2410954	2412339	G18NG-11875-MONOMER
G18NG-10549		1038513	1038589	G18NG-10549-tRNA
G18NG-11265		1776193	1776265	G18NG-11265-tRNA
G18NG-12399	Cgl2782	2968404	2968793	G18NG-12399-MONOMER
G18NG-11527	Cgl1935	2042519	2043511	G18NG-11527-MONOMER
G18NG-12180		2727078	2727151	G18NG-12180-tRNA
G18NG-9794		256222	256309	G18NG-9794-tRNA
G18NG-10845	Cgl1272	1340025	1340543	G18NG-10845-MONOMER
G18NG-9874	Cgl0317	332919	334565	G18NG-9874-MONOMER
G18NG-10371		848352	848428	G18NG-10371-tRNA
G18NG-11262		1775867	1775937	G18NG-11262-tRNA
G18NG-10166	Cgl0604	616973	618097	G18NG-10166-MONOMER
G18NG-12390	Cgl2773	2957483	2958037	G18NG-12390-MONOMER
G18NG-12144		2687225	2687300	G18NG-12144-tRNA
G18NG-9770		233527	233602	G18NG-9770-tRNA
G18NG-11849	Cgl2255	2387668	2387961	G18NG-11849-MONOMER
G18NG-10837	Cgl1264	1329888	1330967	G18NG-10837-MONOMER
G18NG-11110		1609594	1609682	G18NG-11110-tRNA
G18NG-12077		2622648	2622723	G18NG-12077-tRNA
G18NG-11516	Cgl1924	2026494	2029046	G18NG-11516-MONOMER
G18NG-10156	Cgl0594	606905	607939	G18NG-10156-MONOMER
G18NG-9593		49705	49791	G18NG-9593-tRNA
G18NG-10034		496340	496414	G18NG-10034-tRNA
G18NG-9857	Cgl0301	316110	317135	G18NG-9857-MONOMER
G18NG-11837	Cgl2244	2377900	2378280	G18NG-11837-MONOMER
G18NG-10931		1413565	1413641	G18NG-10931-tRNA
G18NG-12016		2560605	2560679	G18NG-12016-tRNA
G18NG-12376	Cgl2759	2943010	2944206	G18NG-12376-MONOMER
G18NG-11508	Cgl1915	2018119	2018757	G18NG-11508-MONOMER
G18NG-9566		23500	23572	G18NG-9566-tRNA
G18NG-10031		495199	495284	G18NG-10031-tRNA
G18NG-10827	Cgl1254	1320001	1320945	G18NG-10827-MONOMER
G18NG-9850	Cgl0294	308745	309305	G18NG-9850-MONOMER
G18NG-10875		1365842	1365913	G18NG-10875-tRNA
G18NG-11861		2396847	2396922	G18NG-11861-tRNA
G18NG-10139	Cgl0577	589296	592865	G18NG-10139-MONOMER
G18NG-12368	Cgl2751	2932578	2934833	G18NG-12368-MONOMER
G18NG-11266		1776613	1776684	G18NG-11266-tRNA
G18NG-12466		3037551	3037624	G18NG-12466-tRNA
G18NG-11820	Cgl2228	2359612	2362749	G18NG-11820-MONOMER
G18NG-10821	Cgl1248	1313270	1314121	G18NG-10821-MONOMER
G18NG-9831		292466	292542	G18NG-9831-tRNA
G18NG-10750		1236396	1236468	G18NG-10750-tRNA
G18NG-11494	Cgl1902	2003399	2005309	G18NG-11494-MONOMER
G18NG-10130	Cgl0568	578033	580432	G18NG-10130-MONOMER
G18NG-11263		1775979	1776051	G18NG-11263-tRNA
G18NG-12181		2727190	2727265	G18NG-12181-tRNA
G18NG-9839	Cgl0283	298329	299684	G18NG-9839-MONOMER
G18NG-11811	Cgl2219	2352834	2353229	G18NG-11811-MONOMER
G18NG-9778		241637	241709	G18NG-9778-tRNA
G18NG-10410		897227	897302	G18NG-10410-tRNA
G18NG-12358	Cgl2741	2921321	2922112	G18NG-12358-MONOMER
G18NG-11485	Cgl1893	1996106	1996540	G18NG-11485-MONOMER
G18NG-12078		2622811	2622883	G18NG-12078-tRNA
G18NG-12176		2724174	2724249	G18NG-12176-tRNA
G18NG-10806	Cgl1233	1298339	1298653	G18NG-10806-MONOMER
G18NG-9828	Cgl0273	289774	291243	G18NG-9828-MONOMER
G18NG-10035		496508	496583	G18NG-10035-tRNA
G18NG-11260		1775673	1775748	G18NG-11260-tRNA
G18NG-10119	Cgl0556	570774	571319	G18NG-10119-MONOMER
G18NG-12348	Cgl2731	2913750	2915420	G18NG-12348-MONOMER
G18NG-12056		2601021	2601097	G18NG-12056-tRNA
G18NG-9754		221750	221837	G18NG-9754-tRNA
G18NG-11800	Cgl2208	2341413	2342168	G18NG-11800-MONOMER
G18NG-10797	Cgl1224	1287278	1289473	G18NG-10797-MONOMER
G18NG-10032		495904	495976	G18NG-10032-tRNA
G18NG-11020		1515223	1515299	G18NG-11020-tRNA
G18NG-11454		1974267	1974506	G18NG-11454-MONOMER
G18NG-10112	Cgl0550	562990	563736	G18NG-10112-MONOMER
G18NG-11862		2397058	2397133	G18NG-11862-tRNA
G18NG-9567		23903	23979	G18NG-9567-tRNA
G18NG-9816	Cgl0261	278385	278732	G18NG-9816-MONOMER
G18NG-11792	Cgl2200	2332513	2333604	G18NG-11792-MONOMER
G18NG-9555		14851	14927	G18NG-9555-tRNA
G18NG-10876		1365951	1366023	G18NG-10876-tRNA
G18NG-12329	Cgl2712	2880999	2884886	G18NG-12329-MONOMER
G18NG-11426	Cgl1834	1943345	1943656	G18NG-11426-MONOMER
G18NG-10873		1365593	1365664	G18NG-10873-tRNA
G18NG-11839		2378693	2378768	G18NG-11839-tRNA
G18NG-10785	Cgl1212	1277688	1279139	G18NG-10785-MONOMER
G18NG-9809	Cgl0254	273539	274120	G18NG-9809-MONOMER
G18NG-12184		2729135	2729207	G18NG-12184-tRNA
G18NG-9869		329629	329704	G18NG-9869-tRNA
G18NG-10100	Cgl0538	555749	556285	G18NG-10100-MONOMER
G18NG-12319	Cgl2702	2873903	2875444	G18NG-12319-MONOMER
G18NG-10532		1018251	1018325	G18NG-10532-tRNA
G18NG-11264		1776085	1776159	G18NG-11264-tRNA
G18NG-11781	Cgl2189	2321470	2323089	G18NG-11781-MONOMER
G18NG-10779	Cgl1206	1272340	1273152	G18NG-10779-MONOMER
G18NG-12177		2724282	2724355	G18NG-12177-tRNA
G18NG-9783		244294	244384	G18NG-9783-tRNA
G18NG-11383	Cgl1791	1899230	1899853	G18NG-11383-MONOMER
G18NG-10093	Cgl0531	548184	548990	G18NG-10093-MONOMER
G18NG-11261		1775782	1775856	G18NG-11261-tRNA
G18NG-12101		2650244	2650328	G18NG-12101-tRNA
G18NG-9798	Cgl0243	260987	261298	G18NG-9798-MONOMER
G18NG-11775	Cgl2183	2314234	2315424	G18NG-11775-MONOMER
G18NG-9769		233409	233497	G18NG-9769-tRNA
G18NG-10352		832667	832743	G18NG-10352-tRNA
G18NG-12308	Cgl2691	2864382	2864849	G18NG-12308-MONOMER
G18NG-11369	Cgl1777	1879412	1880488	G18NG-11369-MONOMER
G18NG-11109		1609422	1609507	G18NG-11109-tRNA
G18NG-12058		2602958	2603033	G18NG-12058-tRNA
G18NG-10768	Cgl1195	1259426	1259989	G18NG-10768-MONOMER
G18NG-9787	Cgl0233	248554	249294	G18NG-9787-MONOMER
G18NG-9568		23991	24063	G18NG-9568-tRNA
G18NG-10033		496229	496301	G18NG-10033-tRNA
G18NG-10076	Cgl0514	536579	537325	G18NG-10076-MONOMER
G18NG-12297	Cgl2680	2848770	2849783	G18NG-12297-MONOMER
G18NG-10878		1367573	1367648	G18NG-10878-tRNA
G18NG-12012		2558223	2558296	G18NG-12012-tRNA
G18NG-11760	Cgl2168	2296510	2296899	G18NG-11760-MONOMER
G18NG-10762	Cgl1189	1248791	1252537	G18NG-10762-MONOMER
G18NG-9556		14939	15011	G18NG-9556-tRNA
G18NG-11828		2370920	2371315	G18NG-11828-RNA
G18NG-11326	Cgl1734	1826641	1826937	G18NG-11326-MONOMER
G18NG-10068	Cgl0505	533437	534093	G18NG-10068-MONOMER
G18NG-10369		847074	847449	G18NG-10369-RNA
G18NG-9773	Cgl0221	235448	236212	G18NG-9773-MONOMER
G18NG-11753	Cgl2161	2286860	2287960	G18NG-11753-MONOMER
G18NG-12280	Cgl2663	2830780	2831898	G18NG-12280-MONOMER
G18NG-11284	Cgl1692	1795591	1796184	G18NG-11284-MONOMER
G18NG-10748	Cgl1176	1233007	1234884	G18NG-10748-MONOMER
G18NG-9762	Cgl0212	227700	228887	G18NG-9762-MONOMER
G18NG-10053	Cgl0491	520865	521647	G18NG-10053-MONOMER
G18NG-12274	Cgl2657	2826923	2827408	G18NG-12274-MONOMER
G18NG-11743	Cgl2151	2276351	2276638	G18NG-11743-MONOMER
G18NG-10740	Cgl1168	1227863	1228639	G18NG-10740-MONOMER
G18NG-11254	Cgl1669	1769019	1769678	G18NG-11254-MONOMER
G18NG-10047	Cgl0485	509998	510513	G18NG-10047-MONOMER
G18NG-9749	Cgl0200	217138	217929	G18NG-9749-MONOMER
G18NG-11736	Cgl2144	2266895	2268298	G18NG-11736-MONOMER
G18NG-12262	Cgl2645	2814079	2815233	G18NG-12262-MONOMER
G18NG-11247	Cgl1662	1763174	1763839	G18NG-11247-MONOMER
G18NG-10723	Cgl1151	1203913	1206180	G18NG-10723-MONOMER
G18NG-9739	Cgl0190	209989	211455	G18NG-9739-MONOMER
G18NG-10036	Cgl0474	496810	497145	G18NG-10036-MONOMER
G18NG-12256	Cgl2639	2806597	2807253	G18NG-12256-MONOMER
G18NG-11723	Cgl2131	2252018	2252860	G18NG-11723-MONOMER
G18NG-10716	Cgl1144	1195122	1195916	G18NG-10716-MONOMER
G18NG-11234	Cgl1649	1750427	1750936	G18NG-11234-MONOMER
G18NG-10025	Cgl0468	488660	489103	G18NG-10025-MONOMER
G18NG-9728	Cgl0179	188744	189736	G18NG-9728-MONOMER
G18NG-11717	Cgl2126	2242391	2243044	G18NG-11717-MONOMER
G18NG-12244	Cgl2627	2795674	2796750	G18NG-12244-MONOMER
G18NG-11227	Cgl1642	1742701	1743816	G18NG-11227-MONOMER
G18NG-10702	Cgl1130	1176305	1180048	G18NG-10702-MONOMER
G18NG-9720	Cgl0171	182819	184054	G18NG-9720-MONOMER
G18NG-10009	Cgl0452	475486	477048	G18NG-10009-MONOMER
G18NG-12232	Cgl2616	2785649	2786356	G18NG-12232-MONOMER
G18NG-11703	Cgl2111	2227906	2228904	G18NG-11703-MONOMER
G18NG-10692	Cgl1120	1165746	1166387	G18NG-10692-MONOMER
G18NG-11214	Cgl1629	1724609	1725439	G18NG-11214-MONOMER
G18NG-10001	Cgl0444	470184	470657	G18NG-10001-MONOMER
G18NG-10523	Cgl0953	1010057	1011793	G18NG-10523-MONOMER
G18NG-11696	Cgl2104	2220456	2221109	G18NG-11696-MONOMER
G18NG-9705	Cgl0156	166457	167422	G18NG-9705-MONOMER
G18NG-11208	Cgl1623	1719666	1720898	G18NG-11208-MONOMER
G18NG-11285	Cgl1693	1796186	1797052	G18NG-11285-MONOMER
G18NG-12221	Cgl2605	2771990	2772664	G18NG-12221-MONOMER
G18NG-12393	Cgl2776	2960466	2961188	G18NG-12393-MONOMER
G18NG-10516	Cgl0946	1003013	1003933	G18NG-10516-MONOMER
G18NG-11236	Cgl1651	1751497	1752054	G18NG-11236-MONOMER
G18NG-10679	Cgl1107	1153292	1154683	G18NG-10679-MONOMER
G18NG-12337	Cgl2720	2893098	2895086	G18NG-12337-MONOMER
G18NG-12215	Cgl2599	2764976	2766136	G18NG-12215-MONOMER
G18NG-11137	Cgl1552	1639781	1640158	G18NG-11137-MONOMER
G18NG-11685	Cgl2093	2209917	2210273	G18NG-11685-MONOMER
G18NG-12290	Cgl2673	2840756	2841064	G18NG-12290-MONOMER
G18NG-10672	Cgl1100	1147592	1148464	G18NG-10672-MONOMER
G18NG-11079	Cgl1496	1575403	1576947	G18NG-11079-MONOMER
G18NG-11195	Cgl1610	1707703	1708884	G18NG-11195-MONOMER
G18NG-12201	Cgl2585	2747681	2748058	G18NG-12201-MONOMER
G18NG-11679	Cgl2087	2201989	2204541	G18NG-11679-MONOMER
G18NG-11029	Cgl1446	1523049	1524500	G18NG-11029-MONOMER
G18NG-10505	Cgl0935	991414	992028	G18NG-10505-MONOMER
G18NG-12122	Cgl2518	2665688	2665996	G18NG-12122-MONOMER
G18NG-11188	Cgl1603	1699174	1700397	G18NG-11188-MONOMER
G18NG-10953	Cgl1374	1440672	1441586	G18NG-10953-MONOMER
G18NG-9681	Cgl0132	145515	146396	G18NG-9681-MONOMER
G18NG-12079	Cgl2476	2622962	2623609	G18NG-12079-MONOMER
G18NG-10499	Cgl0929	984861	986510	G18NG-10499-MONOMER
G18NG-10918	Cgl1340	1403997	1404218	G18NG-10918-MONOMER
G18NG-12204	Cgl2588	2750025	2752313	G18NG-12204-MONOMER
G18NG-12021	Cgl2422	2562964	2563851	G18NG-12021-MONOMER
G18NG-9674	Cgl0125	136804	138747	G18NG-9674-MONOMER
G18NG-10877		1367293	1367508	G18NG-10877-MONOMER
G18NG-10657	Cgl1085	1132130	1134472	G18NG-10657-MONOMER
G18NG-11939	Cgl2342	2484662	2485273	G18NG-11939-MONOMER
G18NG-12196	Cgl2580	2741634	2742578	G18NG-12196-MONOMER
G18NG-10802	Cgl1229	1294151	1295209	G18NG-10802-MONOMER
G18NG-11178	Cgl1593	1689198	1689779	G18NG-11178-MONOMER
G18NG-10320		795289	795447	G18NG-10320-MONOMER
G18NG-10651	Cgl1079	1127013	1128353	G18NG-10651-MONOMER
G18NG-11873	Cgl2276	2409777	2410265	G18NG-11873-MONOMER
G18NG-10485	Cgl0915	970029	970352	G18NG-10485-MONOMER
G18NG-10708	Cgl1136	1185215	1185742	G18NG-10708-MONOMER
G18NG-11172	Cgl1587	1681187	1682404	G18NG-11172-MONOMER
G18NG-10275	Cgl0713	734984	735343	G18NG-10275-MONOMER
G18NG-9661	Cgl0112	124932	126353	G18NG-9661-MONOMER
G18NG-11838	Cgl2245	2378293	2378493	G18NG-11838-MONOMER
G18NG-10479	Cgl0909	963864	964937	G18NG-10479-MONOMER
G18NG-10634	Cgl1062	1111422	1111820	G18NG-10634-MONOMER
G18NG-12182	Cgl2567	2727397	2728134	G18NG-12182-MONOMER
G18NG-10181	Cgl0619	630949	631812	G18NG-10181-MONOMER
G18NG-9655	Cgl0106	118807	119589	G18NG-9655-MONOMER
G18NG-11766	Cgl2174	2302249	2302620	G18NG-11766-MONOMER
G18NG-10641	Cgl1069	1117748	1118932	G18NG-10641-MONOMER
G18NG-10601	Cgl1029	1080783	1080965	G18NG-10601-MONOMER
G18NG-12170	Cgl2559	2719751	2720323	G18NG-12170-MONOMER
G18NG-10142	Cgl0580	594293	594583	G18NG-10142-MONOMER
G18NG-11160	Cgl1575	1666673	1667755	G18NG-11160-MONOMER
G18NG-11673	Cgl2081	2198004	2198447	G18NG-11673-MONOMER
G18NG-10635	Cgl1063	1111889	1112233	G18NG-10635-MONOMER
G18NG-10556		1042847	1043236	G18NG-10556-MONOMER
G18NG-10465	Cgl0895	950825	951460	G18NG-10465-MONOMER
G18NG-10079		537971	538267	G18NG-10079-MONOMER
G18NG-11153	Cgl1568	1656712	1657518	G18NG-11153-MONOMER
G18NG-9952	Cgl0395	418438	419253	G18NG-9952-MONOMER
G18NG-9641	Cgl0092	97316	98470	G18NG-9641-MONOMER
G18NG-11581	Cgl1988	2098562	2099818	G18NG-11581-MONOMER
G18NG-10459	Cgl0889	940759	941928	G18NG-10459-MONOMER
G18NG-10497	Cgl0927	982291	982674	G18NG-10497-MONOMER
G18NG-12152	Cgl2547	2694927	2695283	G18NG-12152-MONOMER
G18NG-10003	Cgl0446	471118	471420	G18NG-10003-MONOMER
G18NG-9635	Cgl0086	91992	93704	G18NG-9635-MONOMER
G18NG-9883	Cgl0326	341347	342378	G18NG-9883-MONOMER
G18NG-12674	Cgl3053	3253822	3255183	G18NG-12674-MONOMER
G18NG-11514	Cgl1922	2023945	2025270	G18NG-11514-MONOMER
G18NG-12141	Cgl2537	2683625	2684647	G18NG-12141-MONOMER
G18NG-10406	Cgl0837	894703	895194	G18NG-10406-MONOMER
G18NG-10610	Cgl1038	1090175	1093219	G18NG-10610-MONOMER
G18NG-9796	Cgl0241	257900	258532	G18NG-9796-MONOMER
G18NG-10604	Cgl1032	1084380	1085465	G18NG-10604-MONOMER
G18NG-11470		1984217	1984453	G18NG-11470-MONOMER
G18NG-11142	Cgl1557	1645661	1646371	G18NG-11142-MONOMER
G18NG-10357	Cgl0794	837312	838895	G18NG-10357-MONOMER
G18NG-11128	Cgl1543	1630664	1631329	G18NG-11128-MONOMER
G18NG-9727	Cgl0178	188297	188725	G18NG-9727-MONOMER
G18NG-10447	Cgl0877	931706	932293	G18NG-10447-MONOMER
G18NG-11450		1970254	1971477	G18NG-11450-MONOMER
G18NG-10440	Cgl0870	925322	926935	G18NG-10440-MONOMER
G18NG-9673	Cgl0124	136119	136565	G18NG-9673-MONOMER
G18NG-9616	Cgl0070	72814	73728	G18NG-9616-MONOMER
G18NG-11430	Cgl1838	1945949	1946332	G18NG-11430-MONOMER
G18NG-9610	Cgl0064	65505	66197	G18NG-9610-MONOMER
G18NG-11408	Cgl1816	1928534	1928911	G18NG-11408-MONOMER
G18NG-12127	Cgl2523	2671061	2672815	G18NG-12127-MONOMER
G18NG-9578	Cgl0033	33462	34280	G18NG-9578-MONOMER
G18NG-11125	Cgl1540	1626279	1629110	G18NG-11125-MONOMER
G18NG-11388	Cgl1796	1905970	1906572	G18NG-11388-MONOMER
G18NG-12652	Cgl3031	3234957	3235583	G18NG-12652-MONOMER
G18NG-12686	Cgl3065	3271393	3272481	G18NG-12686-MONOMER
G18NG-10437	Cgl0867	924422	924727	G18NG-10437-MONOMER
G18NG-11363	Cgl1771	1867886	1868590	G18NG-11363-MONOMER
G18NG-12648	Cgl3027	3231052	3232305	G18NG-12648-MONOMER
G18NG-12618	Cgl2997	3198580	3199188	G18NG-12618-MONOMER
G18NG-9605	Cgl0059	59952	60665	G18NG-9605-MONOMER
G18NG-11343	Cgl1751	1849781	1849969	G18NG-11343-MONOMER
G18NG-10587	Cgl1015	1066083	1067573	G18NG-10587-MONOMER
G18NG-12555	Cgl2936	3137885	3138475	G18NG-12555-MONOMER
G18NG-12115	Cgl2511	2660145	2660639	G18NG-12115-MONOMER
G18NG-11321	Cgl1729	1824371	1824592	G18NG-11321-MONOMER
G18NG-11108	Cgl1525	1607658	1609247	G18NG-11108-MONOMER
G18NG-12513	Cgl2895	3096312	3097427	G18NG-12513-MONOMER
G18NG-12641	Cgl3020	3223087	3223446	G18NG-12641-MONOMER
G18NG-11302	Cgl1710	1807433	1808116	G18NG-11302-MONOMER
G18NG-10425	Cgl0855	913474	915699	G18NG-10425-MONOMER
G18NG-12439	Cgl2822	3009243	3009611	G18NG-12439-MONOMER
G18NG-10577	Cgl1005	1058621	1059214	G18NG-10577-MONOMER
G18NG-11281		1793493	1793654	G18NG-11281-MONOMER
G18NG-9588	Cgl0043	43923	45347	G18NG-9588-MONOMER
G18NG-12384	Cgl2767	2951934	2952695	G18NG-12384-MONOMER
G18NG-11099	Cgl1516	1598667	1599617	G18NG-11099-MONOMER
G18NG-11226	Cgl1641	1741893	1742609	G18NG-11226-MONOMER
G18NG-12098	Cgl2495	2638647	2647628	G18NG-12098-MONOMER
G18NG-12334	Cgl2717	2890749	2890931	G18NG-12334-MONOMER
G18NG-10418	Cgl0848	905389	905799	G18NG-10418-MONOMER
G18NG-11134		1638773	1639132	G18NG-11134-MONOMER
G18NG-12628	Cgl3007	3208280	3209458	G18NG-12628-MONOMER
G18NG-12284	Cgl2667	2835281	2835970	G18NG-12284-MONOMER
G18NG-9582	Cgl0036	37221	38201	G18NG-9582-MONOMER
G18NG-11074	Cgl1491	1571065	1571382	G18NG-11074-MONOMER
G18NG-10560	Cgl0988	1045158	1046033	G18NG-10560-MONOMER
G18NG-12193	Cgl2577	2738772	2739557	G18NG-12193-MONOMER
G18NG-12090	Cgl2487	2632544	2633104	G18NG-12090-MONOMER
G18NG-11012	Cgl1430	1507402	1507902	G18NG-11012-MONOMER
G18NG-11085	Cgl1502	1582270	1583481	G18NG-11085-MONOMER
G18NG-12114	Cgl2510	2659497	2660135	G18NG-12114-MONOMER
G18NG-12620	Cgl2999	3201258	3201755	G18NG-12620-MONOMER
G18NG-10942	Cgl1363	1427373	1427957	G18NG-10942-MONOMER
G18NG-10400	Cgl0831	879639	881114	G18NG-10400-MONOMER
G18NG-12070		2615452	2615799	G18NG-12070-MONOMER
G18NG-10550	Cgl0978	1038718	1039650	G18NG-10550-MONOMER
G18NG-10915	Cgl1337	1401333	1402079	G18NG-10915-MONOMER
G18NG-9570	Cgl0025	24882	26297	G18NG-9570-MONOMER
G18NG-12018	Cgl2419	2561481	2561921	G18NG-12018-MONOMER
G18NG-11076	Cgl1493	1572489	1573463	G18NG-11076-MONOMER
G18NG-10869	Cgl1296	1363729	1364253	G18NG-10869-MONOMER
G18NG-12069	Cgl2468	2614650	2615414	G18NG-12069-MONOMER
G18NG-11932	Cgl2335	2476498	2477496	G18NG-11932-MONOMER
G18NG-10389	Cgl0820	868938	869321	G18NG-10389-MONOMER
G18NG-10789	Cgl1216	1280967	1281254	G18NG-10789-MONOMER
G18NG-12606	Cgl2985	3185534	3186994	G18NG-12606-MONOMER
G18NG-10311		786896	787048	G18NG-10311-MONOMER
G18NG-9560	Cgl0018	17857	18729	G18NG-9560-MONOMER
G18NG-11866	Cgl2269	2401374	2401838	G18NG-11866-MONOMER
G18NG-10534	Cgl0963	1019090	1022719	G18NG-10534-MONOMER
G18NG-10700	Cgl1128	1171866	1172462	G18NG-10700-MONOMER
G18NG-12061	Cgl2460	2605525	2606370	G18NG-12061-MONOMER
G18NG-10264	Cgl0702	721777	722844	G18NG-10264-MONOMER
G18NG-11058	Cgl1475	1554888	1555079	G18NG-11058-MONOMER
G18NG-11827	Cgl2235	2370424	2370912	G18NG-11827-MONOMER
G18NG-12600	Cgl2979	3180549	3181127	G18NG-12600-MONOMER
G18NG-10627	Cgl1055	1103951	1104106	G18NG-10627-MONOMER
G18NG-10372	Cgl0807	848496	849323	G18NG-10372-MONOMER
G18NG-10178	Cgl0616	627727	628554	G18NG-10178-MONOMER
G18NG-11049	Cgl1466	1544976	1546292	G18NG-11049-MONOMER
G18NG-11757	Cgl2165	2293321	2294118	G18NG-11757-MONOMER
G18NG-12720	Cgl3099	3308410	3308748	G18NG-12720-MONOMER
G18NG-10585	Cgl1013	1064751	1065200	G18NG-10585-MONOMER
G18NG-10363	Cgl0800	842303	843124	G18NG-10363-MONOMER
G18NG-10133	Cgl0571	581406	582665	G18NG-10133-MONOMER
G18NG-12046	Cgl2447	2591572	2592366	G18NG-12046-MONOMER
G18NG-9987	Cgl0430	454450	454878	G18NG-9987-MONOMER
G18NG-12713	Cgl3092	3301756	3303000	G18NG-12713-MONOMER
